"Check ID","Title","Severity","Repository","SCM Link","File Path","Lines","First Seen","Repository Status","Package","Installed Version","Fixed Version","Vendor Fix","Reachability","Direct","Package Roots","EPSS Score","CISA Published Date"
"CVE-2023-26159","follow-redirects: Improper Input Validation due to the improper handling of URLs by the url.parse()","MEDIUM","trivy-plugin-e2e","https://github.aquaseclabs.com/argon-monitor/trivy-plugin-e2e/blob/95b8c1a7573f44a7965aa7973759f723a1c0016b/files_for_integration/push_files/package.json#L16-L16","files_for_integration/push_files/package.json","16","2025-02-09T08:29:12.138Z","Active","follow-redirects","1.5.10","1.15.4","Yes","No","No","axios@0.19.2","N/A","N/A"
"CVE-2024-28849","follow-redirects: Possible credential leak","MEDIUM","trivy-plugin-e2e","https://github.aquaseclabs.com/argon-monitor/trivy-plugin-e2e/blob/95b8c1a7573f44a7965aa7973759f723a1c0016b/files_for_integration/push_files/package.json#L16-L16","files_for_integration/push_files/package.json","16","2025-02-09T08:29:12.138Z","Active","follow-redirects","1.5.10","1.15.6","Yes","No","No","axios@0.19.2","N/A","N/A"
"CVE-2024-45296","path-to-regexp: Backtracking regular expressions cause ReDoS","HIGH","trivy-plugin-e2e","https://github.aquaseclabs.com/argon-monitor/trivy-plugin-e2e/blob/95b8c1a7573f44a7965aa7973759f723a1c0016b/files_for_integration/push_files/package.json#L13-L13","files_for_integration/push_files/package.json","13","2025-02-09T08:29:12.138Z","Active","path-to-regexp","0.1.7","1.9.0, 0.1.10, 8.0.0, 3.3.0, 6.3.0","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2024-52798","path-to-regexp: path-to-regexp Unpatched `path-to-regexp` ReDoS in 0.1.x","HIGH","trivy-plugin-e2e","https://github.aquaseclabs.com/argon-monitor/trivy-plugin-e2e/blob/95b8c1a7573f44a7965aa7973759f723a1c0016b/files_for_integration/push_files/package.json#L13-L13","files_for_integration/push_files/package.json","13","2025-02-09T08:29:12.138Z","Active","path-to-regexp","0.1.7","0.1.12","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2024-43799","send: Code Execution Vulnerability in Send Library","LOW","trivy-plugin-e2e","https://github.aquaseclabs.com/argon-monitor/trivy-plugin-e2e/blob/95b8c1a7573f44a7965aa7973759f723a1c0016b/files_for_integration/push_files/package.json#L13-L13","files_for_integration/push_files/package.json","13","2025-02-09T08:29:12.138Z","Active","send","0.18.0","0.19.0","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2024-43800","serve-static: Improper Sanitization in serve-static","LOW","trivy-plugin-e2e","https://github.aquaseclabs.com/argon-monitor/trivy-plugin-e2e/blob/95b8c1a7573f44a7965aa7973759f723a1c0016b/files_for_integration/push_files/package.json#L13-L13","files_for_integration/push_files/package.json","13","2025-02-09T08:29:12.138Z","Active","serve-static","1.15.0","1.16.0, 2.1.0","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2021-36392","Moodle SQL Injection vulnerability","CRITICAL","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.11.1, 3.10.5, 3.9.8","Yes","No","Yes","-","N/A","N/A"
"CVE-2021-22880","rubygem-activerecord: crafted input may cause a regular expression DoS","MEDIUM","billy-e2e","","artifacts/ruby/gemspec/Gemfile.lock","N/A","2025-02-09T08:32:38.945Z","Active","activerecord","6.0.0","~>5.2.4, >=5.2.4.5, ~>6.0.3, >=6.0.3.5, >=6.1.2.1","Yes","No","No","acl9@3.1.0","N/A","N/A"
"CVE-2021-36393","Moodle SQL Injection vulnerability","CRITICAL","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.11.1, 3.10.5, 3.9.8","Yes","No","Yes","-","N/A","N/A"
"CVE-2024-47889","rubygem-actionmailer: Possible ReDoS vulnerability in block_format in Action Mailer","LOW","billy-e2e","","artifacts/ruby/gemspec/Gemfile.lock","N/A","2025-02-09T08:32:38.945Z","Active","actionmailer","6.0.0","~>6.1.7.9, ~>7.0.8.5, ~>7.1.4, >=7.1.4.1, >=7.2.1.1","Yes","No","No","acl9@3.1.0","N/A","N/A"
"CVE-2018-25032","zlib: A flaw found in zlib when compressing (not decompressing) certain inputs","HIGH","billy-e2e","","artifacts/ruby/gemspec/Gemfile.lock","N/A","2025-02-09T08:32:38.945Z","Active","nokogiri","1.10.4",">=1.13.4","Yes","No","No","acl9@3.1.0","N/A","N/A"
"CVE-2024-45590","body-parser: Denial of Service Vulnerability in body-parser","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/docker/image/package.json#L22-L22","artifacts/docker/image/package.json","22","2025-02-09T08:32:38.945Z","Active","body-parser","1.18.2","1.20.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2024-45590","body-parser: Denial of Service Vulnerability in body-parser","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/docker/image/package.json#L21-L21","artifacts/docker/image/package.json","21","2025-02-09T08:32:38.945Z","Active","body-parser","1.20.0","1.20.3","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2020-7610","bson: Deserialization of Untrusted Data could result in Code injection or Excessive CPU load","CRITICAL","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/docker/image/package.json#L25-L25","artifacts/docker/image/package.json","25","2025-02-09T08:32:38.945Z","Active","bson","1.0.9","1.1.4","Yes","No","No","multer-gridfs-storage@1.1.0","N/A","N/A"
"CVE-2019-2391","Incorrect parsing of certain JSON input may result in js-bson not corr ...","MEDIUM","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/docker/image/package.json#L25-L25","artifacts/docker/image/package.json","25","2025-02-09T08:32:38.945Z","Active","bson","1.0.9","1.1.4","Yes","No","No","multer-gridfs-storage@1.1.0","N/A","N/A"
"CVE-2024-47764","cookie: cookie accepts cookie name, path, and domain with out of bounds characters","LOW","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/docker/image/package.json#L21-L21","artifacts/docker/image/package.json","21","2025-02-09T08:32:38.945Z","Active","cookie","0.5.0","0.7.0","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2022-24434","dicer: nodejs service crash by sending a crafted payload","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/docker/image/package.json#L24-L24","artifacts/docker/image/package.json","24","2025-02-09T08:32:38.945Z","Active","dicer","0.2.5","-","No","No","No","multer@1.4.1","N/A","N/A"
"CVE-2024-29041","express: cause malformed URLs to be evaluated","MEDIUM","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/docker/image/package.json#L21-L21","artifacts/docker/image/package.json","21","2025-02-09T08:32:38.945Z","Active","express","4.18.1","4.19.2, 5.0.0-beta.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2024-43796","express: Improper Input Handling in Express Redirects","LOW","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/docker/image/package.json#L21-L21","artifacts/docker/image/package.json","21","2025-02-09T08:32:38.945Z","Active","express","4.18.1","4.20.0, 5.0.0","Yes","No","Yes","-","N/A","N/A"
"GHSA-mh5c-679w-hh4r","Denial of Service in mongodb","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/docker/image/package.json#L25-L25","artifacts/docker/image/package.json","25","2025-02-09T08:32:38.945Z","Active","mongodb","2.2.36","3.1.13","Yes","No","No","multer-gridfs-storage@1.1.0","N/A","N/A"
"CVE-2024-45296","path-to-regexp: Backtracking regular expressions cause ReDoS","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/docker/image/package.json#L21-L21","artifacts/docker/image/package.json","21","2025-02-09T08:32:38.945Z","Active","path-to-regexp","0.1.7","1.9.0, 0.1.10, 8.0.0, 3.3.0, 6.3.0","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2024-52798","path-to-regexp: path-to-regexp Unpatched `path-to-regexp` ReDoS in 0.1.x","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/docker/image/package.json#L21-L21","artifacts/docker/image/package.json","21","2025-02-09T08:32:38.945Z","Active","path-to-regexp","0.1.7","0.1.12","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2019-13118","libxslt: read of uninitialized stack data due to too narrow xsl:number instruction and an invalid character","HIGH","billy-e2e","","artifacts/ruby/gemspec/Gemfile.lock","N/A","2025-02-09T08:32:38.945Z","Active","nokogiri","1.10.4",">=1.10.5","Yes","No","No","acl9@3.1.0","N/A","N/A"
"CVE-2022-24999","express: ""qs"" prototype poisoning causes the hang of the node process","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/docker/image/package.json#L22-L22","artifacts/docker/image/package.json","22","2025-02-09T08:32:38.945Z","Active","qs","6.5.1","6.10.3, 6.9.7, 6.8.3, 6.7.3, 6.6.1, 6.5.3, 6.4.1, 6.3.3, 6.2.4","Yes","No","No","body-parser@1.18.2","N/A","N/A"
"CVE-2021-29469","Node-redis is a Node.js Redis client. Before version 3.1.1, when a cli ...","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/docker/image/package.json#L20-L20","artifacts/docker/image/package.json","20","2025-02-09T08:32:38.945Z","Active","redis","3.0.2","3.1.1","Yes","No","Yes","-","N/A","N/A"
"CVE-2024-43799","send: Code Execution Vulnerability in Send Library","LOW","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/docker/image/package.json#L21-L21","artifacts/docker/image/package.json","21","2025-02-09T08:32:38.945Z","Active","send","0.18.0","0.19.0","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2024-43800","serve-static: Improper Sanitization in serve-static","LOW","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/docker/image/package.json#L21-L21","artifacts/docker/image/package.json","21","2025-02-09T08:32:38.945Z","Active","serve-static","1.15.0","1.16.0, 2.1.0","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2024-45590","body-parser: Denial of Service Vulnerability in body-parser","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/non-lock/package.json#L22-L22","artifacts/node/non-lock/package.json","22","2025-02-09T08:32:38.945Z","Active","body-parser","1.18.2","1.20.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2024-45590","body-parser: Denial of Service Vulnerability in body-parser","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/non-lock/package.json#L21-L21","artifacts/node/non-lock/package.json","21","2025-02-09T08:32:38.945Z","Active","body-parser","1.20.0","1.20.3","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2020-7610","bson: Deserialization of Untrusted Data could result in Code injection or Excessive CPU load","CRITICAL","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/non-lock/package.json#L25-L25","artifacts/node/non-lock/package.json","25","2025-02-09T08:32:38.945Z","Active","bson","1.0.9","1.1.4","Yes","No","No","multer-gridfs-storage@1.1.0","N/A","N/A"
"CVE-2019-2391","Incorrect parsing of certain JSON input may result in js-bson not corr ...","MEDIUM","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/non-lock/package.json#L25-L25","artifacts/node/non-lock/package.json","25","2025-02-09T08:32:38.945Z","Active","bson","1.0.9","1.1.4","Yes","No","No","multer-gridfs-storage@1.1.0","N/A","N/A"
"CVE-2024-47764","cookie: cookie accepts cookie name, path, and domain with out of bounds characters","LOW","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/non-lock/package.json#L21-L21","artifacts/node/non-lock/package.json","21","2025-02-09T08:32:38.945Z","Active","cookie","0.5.0","0.7.0","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2022-24434","dicer: nodejs service crash by sending a crafted payload","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/non-lock/package.json#L24-L24","artifacts/node/non-lock/package.json","24","2025-02-09T08:32:38.945Z","Active","dicer","0.2.5","-","No","No","No","multer@1.4.1","N/A","N/A"
"CVE-2024-29041","express: cause malformed URLs to be evaluated","MEDIUM","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/non-lock/package.json#L21-L21","artifacts/node/non-lock/package.json","21","2025-02-09T08:32:38.945Z","Active","express","4.18.1","4.19.2, 5.0.0-beta.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2024-43796","express: Improper Input Handling in Express Redirects","LOW","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/non-lock/package.json#L21-L21","artifacts/node/non-lock/package.json","21","2025-02-09T08:32:38.945Z","Active","express","4.18.1","4.20.0, 5.0.0","Yes","No","Yes","-","N/A","N/A"
"GHSA-mh5c-679w-hh4r","Denial of Service in mongodb","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/non-lock/package.json#L25-L25","artifacts/node/non-lock/package.json","25","2025-02-09T08:32:38.945Z","Active","mongodb","2.2.36","3.1.13","Yes","No","No","multer-gridfs-storage@1.1.0","N/A","N/A"
"CVE-2024-45296","path-to-regexp: Backtracking regular expressions cause ReDoS","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/non-lock/package.json#L21-L21","artifacts/node/non-lock/package.json","21","2025-02-09T08:32:38.945Z","Active","path-to-regexp","0.1.7","1.9.0, 0.1.10, 8.0.0, 3.3.0, 6.3.0","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2024-52798","path-to-regexp: path-to-regexp Unpatched `path-to-regexp` ReDoS in 0.1.x","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/non-lock/package.json#L21-L21","artifacts/node/non-lock/package.json","21","2025-02-09T08:32:38.945Z","Active","path-to-regexp","0.1.7","0.1.12","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2022-24999","express: ""qs"" prototype poisoning causes the hang of the node process","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/non-lock/package.json#L22-L22","artifacts/node/non-lock/package.json","22","2025-02-09T08:32:38.945Z","Active","qs","6.5.1","6.10.3, 6.9.7, 6.8.3, 6.7.3, 6.6.1, 6.5.3, 6.4.1, 6.3.3, 6.2.4","Yes","No","No","body-parser@1.18.2","N/A","N/A"
"CVE-2019-18197","libxslt: use after free in xsltCopyText in transform.c could lead to information disclosure","HIGH","billy-e2e","","artifacts/ruby/gemspec/Gemfile.lock","N/A","2025-02-09T08:32:38.945Z","Active","nokogiri","1.10.4",">=1.10.5","Yes","No","No","acl9@3.1.0","N/A","N/A"
"CVE-2021-29469","Node-redis is a Node.js Redis client. Before version 3.1.1, when a cli ...","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/non-lock/package.json#L20-L20","artifacts/node/non-lock/package.json","20","2025-02-09T08:32:38.945Z","Active","redis","3.0.2","3.1.1","Yes","No","Yes","-","N/A","N/A"
"CVE-2024-43799","send: Code Execution Vulnerability in Send Library","LOW","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/non-lock/package.json#L21-L21","artifacts/node/non-lock/package.json","21","2025-02-09T08:32:38.945Z","Active","send","0.18.0","0.19.0","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2024-43800","serve-static: Improper Sanitization in serve-static","LOW","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/non-lock/package.json#L21-L21","artifacts/node/non-lock/package.json","21","2025-02-09T08:32:38.945Z","Active","serve-static","1.15.0","1.16.0, 2.1.0","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2023-5841","OpenEXR: Heap Overflow in Scanline Deep Data Parsing","CRITICAL","billy-e2e","","artifacts/conan/python-recipe/conan.lock","N/A","2025-02-09T08:32:38.945Z","Active","openexr","2.5.7","-","No","No","Yes","-","N/A","N/A"
"CVE-2021-20298","OpenEXR: Out-of-memory in B44Compressor","HIGH","billy-e2e","","artifacts/conan/python-recipe/conan.lock","N/A","2025-02-09T08:32:38.945Z","Active","openexr","2.5.7","3.1.4","Yes","No","Yes","-","N/A","N/A"
"CVE-2021-20304","OpenEXR: Undefined-shift in Imf_2_5::hufDecode","HIGH","billy-e2e","","artifacts/conan/python-recipe/conan.lock","N/A","2025-02-09T08:32:38.945Z","Active","openexr","2.5.7","3.1.4","Yes","No","Yes","-","N/A","N/A"
"CVE-2021-23169","OpenEXR: Heap-buffer-overflow in Imf_2_5::copyIntoFrameBuffer","HIGH","billy-e2e","","artifacts/conan/python-recipe/conan.lock","N/A","2025-02-09T08:32:38.945Z","Active","openexr","2.5.7","3.1.4","Yes","No","Yes","-","N/A","N/A"
"CVE-2021-23215","OpenEXR: Integer-overflow in Imf_2_5::DwaCompressor::initializeBuffers","MEDIUM","billy-e2e","","artifacts/conan/python-recipe/conan.lock","N/A","2025-02-09T08:32:38.945Z","Active","openexr","2.5.7","3.1.4","Yes","No","Yes","-","N/A","N/A"
"CVE-2021-26260","OpenEXR: Integer-overflow in Imf_2_5::DwaCompressor::initializeBuffers","MEDIUM","billy-e2e","","artifacts/conan/python-recipe/conan.lock","N/A","2025-02-09T08:32:38.945Z","Active","openexr","2.5.7","3.1.4","Yes","No","Yes","-","N/A","N/A"
